iter	Logloss
113	0.4350725342
114	0.4347726296
115	0.4343270298
116	0.4339263254
117	0.4336094059
118	0.4332741476
119	0.4328994595
120	0.4325622692
121	0.4322482957
122	0.4319229776
123	0.4316216822
124	0.4313108471
125	0.4310170209
126	0.4307687046
127	0.4304967149
128	0.4301224205
129	0.4297563602
130	0.429543699
131	0.4291973662
132	0.428940251
133	0.4286277378
134	0.4284081233
135	0.4281504424
136	0.4279028861
137	0.4277103733
138	0.4274881142
139	0.4272748339
140	0.4270753892
141	0.4268421072
142	0.4266466256
143	0.4264382038
144	0.4260751352
145	0.4259053157
146	0.4256242023
147	0.4253573546
148	0.4250445701
149	0.4248194344
150	0.4246460369
151	0.4244306442
152	0.4242444343
153	0.4240244058
154	0.4238000314
155	0.4235409671
156	0.4233893723
157	0.4231756871
158	0.4229658859
159	0.4228010761
160	0.4226384405
161	0.422476998
162	0.4223315573
163	0.4221767729
164	0.421998128
165	0.4218295886
166	0.4216585733
167	0.421551373
168	0.4214059976
169	0.4212605965
170	0.4211404902
171	0.421025505
172	0.4208759657
173	0.4206682622
174	0.42052569
175	0.4203340367
176	0.4201909014
177	0.4199478495
178	0.4197655448
179	0.419624571
180	0.4195095278
181	0.4193884668
182	0.4192492686
183	0.4190602584
184	0.4189423174
185	0.4188310523
186	0.4187349379
187	0.4186013046
188	0.4184580421
189	0.418257029
190	0.4181312597
191	0.4179891628
192	0.4178457211
193	0.4177594236
194	0.4176534608
195	0.4175402944
196	0.4174299223
197	0.4173416373
198	0.4172317939
199	0.4171638174
200	0.4170465099
201	0.4169239287
202	0.4167868818
203	0.4166687566
204	0.4165542615
205	0.416443203
206	0.4163474164
207	0.4162427169
208	0.4161433197
209	0.4160562788
210	0.4159680497
211	0.4158663428
212	0.4157237272
213	0.4156361085
214	0.4155297063
215	0.4154555149
216	0.4153216623
217	0.4152180037
218	0.4151069376
219	0.4149873636
220	0.41491985
221	0.4148391774
222	0.4147750404
223	0.4147152583
224	0.4146439796
225	0.4145219645
226	0.4144306472
227	0.4143550045
228	0.4142488017
229	0.4141460779
230	0.4140406864
231	0.4139506743
232	0.4138040579
233	0.4137132184
234	0.4136032952
235	0.4135148498
236	0.4134228779
237	0.4133381882
238	0.4132594131
239	0.4131662015
240	0.4130692079
241	0.4130018822
242	0.4129334268
243	0.4128755909
244	0.4128046909
245	0.4127315155
246	0.412674305
247	0.4125869672
248	0.4125802115
249	0.4125084144
250	0.4124351726
251	0.4123864037
252	0.4123104492
253	0.4122289871
254	0.4121699854
255	0.412080302
256	0.412031155
257	0.4119920832
258	0.4119222112
259	0.4118537048
260	0.4118091095
261	0.4117013521
262	0.411640501
263	0.411577059
264	0.4115167769
265	0.4114391316
266	0.4113837681
267	0.4113316979
268	0.4112675098
269	0.4112067815
270	0.4111219959
271	0.4110139608
272	0.4109562125
273	0.4109174507
274	0.4108966339
275	0.4107965972
276	0.410717077
277	0.4106401406
278	0.41057616
279	0.41051666
280	0.4104560678
281	0.4104015888
282	0.4103624293
283	0.4102579033
284	0.4101915725
285	0.4101330996
286	0.4100894666
287	0.4100373536
288	0.4099793673
289	0.4099216164
290	0.4098740716
291	0.4098019221
292	0.4097561
293	0.4097034171
294	0.4096252047
295	0.4095915134
296	0.4095545733
297	0.4094981145
298	0.4094618713
299	0.4094055452
300	0.4093594633
301	0.4093121489
302	0.4092698144
303	0.4092282682
304	0.4091612539
305	0.4091210043
306	0.4090600579
307	0.4090190934
308	0.4089451238
309	0.4089150434
310	0.4088757374
311	0.4088345503
312	0.4087831346
313	0.4087198012
314	0.4086508062
315	0.4086142156
316	0.4085768167
317	0.4084805065
318	0.4083780144
319	0.4083511485
320	0.4082888211
321	0.4082367795
322	0.4081830405
323	0.4081448774
324	0.4080991978
325	0.4080256244
326	0.4079938373
327	0.4079547552
328	0.4079000549
329	0.407835553
330	0.4078020238
331	0.4077109108
332	0.4076615515
333	0.4076112268
334	0.4075789826
335	0.4075206513
336	0.4074639342
337	0.4074200063
338	0.4073821222
339	0.4073161219
340	0.407257164
341	0.4071972743
342	0.407171751
343	0.4071321394
344	0.4070895681
345	0.4070395656
346	0.4070022877
347	0.4069465438
348	0.4068971197
349	0.4068646872
350	0.4068485541
351	0.4068027339
352	0.4067669116
353	0.4067121687
354	0.4066573188
355	0.4066295171
356	0.4065745996
357	0.4065424586
358	0.4065030997
359	0.4064505396
360	0.4064267391
361	0.4063744938
362	0.4063405302
363	0.4063049009
364	0.406274704
365	0.4062322703
366	0.4061716089
367	0.4061354732
368	0.4060918079
369	0.4060479387
370	0.4059771511
371	0.4059486771
372	0.4059003722
373	0.4058704362
374	0.4058268923
375	0.4057924824
376	0.4057469652
377	0.405722045
378	0.405685534
379	0.4056460535
380	0.4056101389
381	0.4055744995
382	0.4055338355
383	0.4054889608
384	0.4054543608
385	0.405401663
386	0.4053513724
387	0.4053089748
388	0.4052649358
389	0.4052468946
390	0.4051818699
391	0.4051169157
392	0.4050809109
393	0.4050542427
394	0.4049936521
395	0.4049565877
396	0.404912506
397	0.404887637
398	0.4048561955
399	0.4048323805
400	0.4048102567
401	0.4047770718
402	0.4047581135
403	0.4047381091
404	0.4046925888
405	0.404667124
406	0.4046231358
407	0.4045596373
408	0.4045230876
409	0.4045045093
410	0.4044660402
411	0.4044361798
412	0.4044093447
413	0.4043709429
414	0.4043315312
415	0.404303089
416	0.4042630917
417	0.4042216927
418	0.4041617569
419	0.4041313927
420	0.404096508
421	0.4040570178
422	0.4040110223
423	0.4039804114
424	0.4039443406
425	0.4039096168
426	0.4038868851
427	0.4038178414
428	0.4037980642
429	0.403770774
430	0.4037505267
431	0.4037242039
432	0.4037002587
433	0.4036636302
434	0.4036395531
435	0.4036292084
436	0.4035812035
437	0.4035462171
438	0.4035132534
439	0.4034841474
440	0.4034592301
441	0.4034334028
442	0.4033918798
443	0.4033572128
444	0.4033172411
445	0.4032578831
446	0.403229419
447	0.4032021128
448	0.4031818634
449	0.4031343601
450	0.4031077094
451	0.4030606379
452	0.4030192833
453	0.4029900503
454	0.4029736644
455	0.4029547806
456	0.4029104284
457	0.4028989077
458	0.4028483308
459	0.4028097119
460	0.4027771756
461	0.4027363932
462	0.4026977442
463	0.4026645549
464	0.4026502365
465	0.4026109188
466	0.4025830874
467	0.4025690444
468	0.4025187814
469	0.4024895322
470	0.4024608454
471	0.4024324778
472	0.4024091759
473	0.4023898906
474	0.4023658346
475	0.4023358
476	0.4023178451
477	0.4022760797
478	0.4022602428
479	0.4022250513
480	0.4022062737
481	0.4021806165
482	0.4021448632
483	0.4021059614
484	0.4020776219
485	0.4020486753
486	0.4020243964
487	0.4019958596
488	0.4019750688
489	0.401939269
490	0.4019122449
491	0.4018618175
492	0.4018494281
493	0.4018238917
494	0.4017924695
495	0.4017520771
496	0.401711067
497	0.401668685
498	0.4016276547
